"MISSION","SETNO","STRAT","YEAR","MONTH","DAY","SCIEN","FSHNO","FLEN","CLEN","FWT","pred.wgt","condition"
"ATC1970175",2,"493",1970,7,6,"MYOXOCEPHALUS OCTODECEMSPINOSUS",NA,32,1,NA,351.624834229751,NA
"ATC1970175",2,"493",1970,7,6,"MYOXOCEPHALUS OCTODECEMSPINOSUS",NA,28,1,NA,232.498802828701,NA
"ATC1970175",3,"492",1970,7,7,"MYOXOCEPHALUS OCTODECEMSPINOSUS",1,28,1,300,232.498802828701,1.29032922471017
"ATC1970175",3,"492",1970,7,7,"MYOXOCEPHALUS OCTODECEMSPINOSUS",2,29,1,300,259.199450399681,1.15740986154641
"ATC1970175",3,"492",1970,7,7,"MYOXOCEPHALUS OCTODECEMSPINOSUS",3,24,1,175,144.218121656452,1.21343973968039
"ATC1970175",4,"494",1970,7,7,"MYOXOCEPHALUS OCTODECEMSPINOSUS",4,30,1,300,287.903315988474,1.04201648032429
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",5,23,1,160,126.403272607056,1.26579001239458
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",6,31,1,335,318.686370684304,1.05119023220437
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",7,32,1,400,351.624834229751,1.13757607842522
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",8,27,1,275,207.725658566492,1.32386149066883
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",9,29,1,335,259.199450399681,1.29244101206015
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",10,27,1,225,207.725658566492,1.08315940145631
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",11,29,1,300,259.199450399681,1.15740986154641
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",12,29,1,325,259.199450399681,1.25386068334194
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",13,29,1,280,259.199450399681,1.08024920410998
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",14,27,1,250,207.725658566492,1.20351044606257
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",15,30,1,330,287.903315988474,1.14621812835671
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",16,29,1,275,259.199450399681,1.06095903975087
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",17,24,1,180,144.218121656452,1.2481094465284
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",18,26,1,210,184.80456753562,1.13633555057845
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",19,27,1,215,207.725658566492,1.03501898361381
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",20,23,1,160,126.403272607056,1.26579001239458
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",21,26,1,250,184.80456753562,1.35278041735529
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",22,28,1,290,232.498802828701,1.24731825055316
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",23,28,1,260,232.498802828701,1.11828532808214
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",24,22,1,135,110.1415095928,1.22569592970991
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",25,28,1,275,232.498802828701,1.18280178931765
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",26,29,1,315,259.199450399681,1.21528035462373
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",27,28,1,305,232.498802828701,1.31183471178867
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",28,27,1,250,207.725658566492,1.20351044606257
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",29,27,1,250,207.725658566492,1.20351044606257
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",30,27,1,250,207.725658566492,1.20351044606257
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",31,22,1,135,110.1415095928,1.22569592970991
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",32,23,1,175,126.403272607056,1.38445782605657
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",33,22,1,175,110.1415095928,1.5888650940684
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",34,25,1,235,163.660353122666,1.43590060461292
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",35,27,1,250,207.725658566492,1.20351044606257
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",36,23,1,175,126.403272607056,1.38445782605657
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",37,28,1,275,232.498802828701,1.18280178931765
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",38,23,1,195,126.403272607056,1.54268157760589
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",39,30,1,335,287.903315988474,1.16358506969545
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",40,26,1,250,184.80456753562,1.35278041735529
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",41,28,1,275,232.498802828701,1.18280178931765
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",42,25,1,200,163.660353122666,1.22204306775567
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",43,26,1,265,184.80456753562,1.43394724239661
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",44,28,1,275,232.498802828701,1.18280178931765
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",45,28,1,265,232.498802828701,1.13979081516065
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",46,23,1,135,126.403272607056,1.06801032295792
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",47,22,1,145,110.1415095928,1.31648822079953
"ATC1970175",9,"490",1970,7,8,"MYOXOCEPHALUS OCTODECEMSPINOSUS",48,23,1,150,126.403272607056,1.18667813661992
