"MISSION","SETNO","STRAT","YEAR","MONTH","DAY","SCIEN","FSHNO","FLEN","CLEN","FWT","pred.wgt","condition"
"ATC1970175",1,"492",1970,7,6,"SQUALUS ACANTHIAS",NA,58,1,NA,788.151108637051,NA
"ATC1970175",1,"492",1970,7,6,"SQUALUS ACANTHIAS",NA,55,1,NA,670.012425139232,NA
"ATC1970175",1,"492",1970,7,6,"SQUALUS ACANTHIAS",NA,64,1,NA,1064.9567009188,NA
"ATC1970175",1,"492",1970,7,6,"SQUALUS ACANTHIAS",NA,70,1,NA,1400.65596317497,NA
"ATC1970175",1,"492",1970,7,6,"SQUALUS ACANTHIAS",NA,73,1,NA,1592.41914981765,NA
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",1,68,1,NA,1281.85168836085,NA
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",2,64,1,NA,1064.9567009188,NA
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",3,49,1,NA,470.639888578829,NA
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",4,58,1,NA,788.151108637051,NA
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",5,51,1,NA,531.87967667542,NA
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",6,56,1,950,707.962642419571,1.34187871375985
"ATC1970175",2,"493",1970,7,6,"SQUALUS ACANTHIAS",7,62,1,1400,966.432664830458,1.44862653234678
"ATC1970175",3,"492",1970,7,7,"SQUALUS ACANTHIAS",8,69,1,1400,1340.36815750319,1.04448915185205
"ATC1970175",4,"494",1970,7,7,"SQUALUS ACANTHIAS",9,74,1,1900,1660.06416287128,1.14453407434188
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",10,55,1,900,670.012425139232,1.34325867137908
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",11,57,1,1000,747.333256503842,1.33809112774959
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",12,53,1,900,598.265954691779,1.50434767838941
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",13,56,1,875,707.962642419571,1.23594092056829
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",14,54,1,825,633.455791059423,1.30237975821522
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",15,49,1,675,470.639888578829,1.43421757564636
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",16,55,1,1200,670.012425139232,1.79101156183877
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",17,57,1,1275,747.333256503842,1.70606618788073
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",18,59,1,1125,830.44306724852,1.35469852704945
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",19,52,1,825,564.416159153428,1.46168742092257
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",20,70,1,1800,1400.65596317497,1.2851121526801
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",21,78,1,3200,1949.99081913362,1.6410333672349
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",22,71,1,1950,1462.74226925149,1.33311249766361
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",23,71,1,2300,1462.74226925149,1.57238909980836
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",24,68,1,1875,1281.85168836085,1.46272772195481
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",25,71,1,1950,1462.74226925149,1.33311249766361
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",26,66,1,1700,1170.02421800205,1.45296137793024
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",27,55,1,1300,670.012425139232,1.94026252532534
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",28,56,1,950,707.962642419571,1.34187871375985
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",29,47,1,700,414.333371082278,1.68946082757354
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",30,86,1,2800,2628.39447617815,1.0652891053368
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",31,76,1,1900,1801.1035928381,1.05490878345652
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",32,95,1,3000,3563.36102563652,0.841901782731687
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",33,63,1,1150,1014.89026216668,1.13312743541837
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",34,90,1,3000,3020.38168070377,0.993251951952302
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",35,73,1,1400,1592.41914981765,0.879165513778399
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",36,84,1,2300,2445.9268761518,0.940338823055335
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",37,69,1,1225,1340.36815750319,0.913928007870544
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",38,72,1,1450,1526.65426200709,0.949789376733989
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",39,62,1,900,966.432664830458,0.931259913651499
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",40,68,1,1275,1281.85168836085,0.994654850929271
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",41,56,1,650,707.962642419571,0.918127540993584
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",42,74,1,1400,1660.06416287128,0.843340896883487
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",43,58,1,725,788.151108637051,0.919874364262129
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",44,55,1,550,670.012425139232,0.820880299176105
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",45,56,1,675,707.962642419571,0.953440138724106
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",46,56,1,625,707.962642419571,0.882814943263061
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",47,56,1,700,707.962642419571,0.988752736454628
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",48,59,1,800,830.44306724852,0.963341174790723
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",49,67,1,1300,1225.0794145775,1.06115569695401
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",50,51,1,875,531.87967667542,1.6451089191249
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",51,49,1,625,470.639888578829,1.32797923670959
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",52,50,1,775,500.629809130145,1.54805004789183
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",53,52,1,775,564.416159153428,1.37310030450302
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",54,54,1,900,633.455791059423,1.42077791805296
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",55,49,1,625,470.639888578829,1.32797923670959
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",56,49,1,850,470.639888578829,1.80605176192504
"ATC1970175",6,"494",1970,7,7,"SQUALUS ACANTHIAS",57,50,1,750,500.629809130145,1.49811294957274
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",58,75,1,1750,1729.61655288652,1.01178495145613
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",59,67,1,1075,1225.0794145775,0.877494134019661
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",60,84,1,3000,2445.9268761518,1.22652889963739
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",61,64,1,950,1064.9567009188,0.892055047102273
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",62,77,1,1625,1874.5525766897,0.866873525025161
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",63,59,1,775,830.44306724852,0.933236763078513
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",64,76,1,1750,1801.1035928381,0.971626511078371
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",65,86,1,2625,2628.39447617815,0.998708536253248
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",66,80,1,2325,2106.94444069415,1.10349373960426
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",67,90,1,2900,3020.38168070377,0.960143553553892
"ATC1970175",7,"495",1970,7,7,"SQUALUS ACANTHIAS",68,80,1,2625,2106.94444069415,1.24588002858546
